Size 621,2
0.000000000000000000e+00,-3.371971028702979756e-07
0.000000000000000000e+00,0.000000000000000000e+00
1.051921110996652809e-06,-4.649363980166845269e-06
-6.150648619914292553e-07,-4.643969918697571720e-06
-3.701210013807594280e-07,-1.383519351495124393e-06
9.142030994142659331e-08,-1.599355014263782671e-08
1.096440701092626856e-07,-8.090803731663681161e-09
1.157706786366955898e-07,0.000000000000000000e+00
0.000000000000000000e+00,-3.170075007344160407e-07
0.000000000000000000e+00,-2.478043503980282653e-08
0.000000000000000000e+00,-7.326031876861924043e-08
0.000000000000000000e+00,-1.200501020860439815e-07
0.000000000000000000e+00,-1.644256827444197536e-07
0.000000000000000000e+00,-2.051032933261157160e-07
0.000000000000000000e+00,-2.401318183341098141e-07
0.000000000000000000e+00,-2.669417546836423465e-07
0.000000000000000000e+00,-2.829840350392185082e-07
0.000000000000000000e+00,-2.872532609742564504e-07
0.000000000000000000e+00,-2.825315566045547932e-07
0.000000000000000000e+00,-2.756594720938954139e-07
0.000000000000000000e+00,-2.751006837889776906e-07
0.000000000000000000e+00,-2.878468357013272730e-07
0.000000000000000000e+00,-3.003831895030454769e-07
0.000000000000000000e+00,-2.795028050020249833e-07
0.000000000000000000e+00,-2.740869378882474472e-07
0.000000000000000000e+00,-2.788349464990805056e-07
0.000000000000000000e+00,-2.856646889564684299e-07
0.000000000000000000e+00,-2.865240388635045989e-07
0.000000000000000000e+00,-2.764370004004292430e-07
0.000000000000000000e+00,-2.547316966658398049e-07
0.000000000000000000e+00,-2.234830814732195393e-07
0.000000000000000000e+00,-1.853289703797707441e-07
0.000000000000000000e+00,-1.426070041845412574e-07
0.000000000000000000e+00,-9.689869684358375833e-08
0.000000000000000000e+00,-4.920702813652500949e-08
1.051250778412030028e-06,-4.409969088029239381e-06
4.799922790347091277e-08,-3.406532387107759083e-07
1.466915856092188166e-07,-3.693492627321609644e-07
2.528627997198516827e-07,-4.317925923671401407e-07
3.694121338855729783e-07,-5.376667969408451225e-07
4.955673090412242092e-07,-6.998642579087598432e-07
6.251502205553917878e-07,-9.305153903273890899e-07
7.471763585891132360e-07,-1.234591508776225556e-06
8.505118795010461907e-07,-1.605386604283834832e-06
9.295674029856987828e-07,-2.027179447795453647e-06
9.849029338418989053e-07,-2.482861400790435194e-06
1.020176708261752864e-06,-2.958212241508436338e-06
1.039903856211625887e-06,-3.442504886775217058e-06
1.048660367131600891e-06,-3.928042193005872878e-06
1.050394843215209436e-06,-4.169623408357626692e-06
1.045366318375279199e-06,-3.685492811454677951e-06
1.031696987424494356e-06,-3.199786978131298402e-06
1.004770453597228921e-06,-2.718826073543697051e-06
9.600095546955216776e-07,-2.251757743228866932e-06
8.931501274963929762e-07,-1.811021202015198887e-06
8.017001767123707911e-07,-1.412511012266836718e-06
6.878786659332150729e-07,-1.073507183005438250e-06
5.605394798154175795e-07,-8.060779718256252755e-07
4.315366073539915712e-07,-6.108793517188150319e-07
3.097782844166096420e-07,-4.785402687625982828e-07
1.985984093936705173e-07,-3.958474931462323496e-07
9.668293000082227421e-08,-3.512130876487956932e-07
-4.057586962375323208e-07,-4.643756307057965340e-06
1.091396006407462436e-08,-4.643108152999572137e-06
4.259262006158053233e-07,-4.644456780260290351e-06
8.426083349631771960e-07,-4.647802351264997169e-06
-1.970545421540207583e-07,-4.643325659693914045e-06
2.184194813238958597e-07,-4.643444743442281298e-06
6.338983511514322647e-07,-4.646023075409609065e-06
-6.150541469269085213e-07,-4.404582411426214249e-06
-6.137822013077505462e-07,-3.922681049024739203e-06
-6.063779182199801463e-07,-3.437208750288815018e-06
-5.881846963609195789e-07,-2.952994940581558211e-06
-5.550037100820098274e-07,-2.477351460510364337e-06
-5.026975993485256231e-07,-2.019280702196069035e-06
-4.246784783623026198e-07,-1.588017444779721827e-06
-6.148569027825962656e-07,-4.164246315590160316e-06
-6.111547963916694080e-07,-3.680157953091801622e-06
-5.988981863223978725e-07,-3.194537391348495482e-06
-5.737216472313887255e-07,-2.713566518630771500e-06
-5.315214827936658616e-07,-2.245523729736041913e-06
-4.677045836400804984e-07,-1.799678586497669058e-06
-3.213979844229178847e-07,-1.197293490723965893e-06
8.626080376703378966e-08,-2.116976906517632271e-08
7.203937547392413008e-08,-4.185887812928454983e-08
5.557860984523790115e-08,-8.066059993871149015e-08
3.830340769037973218e-08,-1.355253602222501162e-07
2.003079894440373978e-08,-2.008819320255294969e-07
-4.938253562167734866e-09,-2.734279410664321350e-07
-4.484330119240180013e-08,-3.571785213019828177e-07
-1.004767904070179522e-07,-4.689858780441689523e-07
-1.638969729779697416e-07,-6.313313531053712300e-07
-2.340878835609863977e-07,-8.701660349404943266e-07
-2.754595227196879686e-07,-1.023236174097628105e-06
-1.975063622365469585e-07,-7.401028643941945517e-07
-1.312111116944016353e-07,-5.427194841808249769e-07
-7.107861236134831127e-08,-4.080922111191034965e-07
-2.272979516050594396e-08,-3.131060711407189244e-07
8.973495273082370992e-09,-2.363269011037556671e-07
2.947803175836193938e-08,-1.670603659720349617e-07
4.742233731283084455e-08,-1.069583588854959315e-07
6.388180776004186012e-08,-5.879517473328390737e-08
7.966115043978043524e-08,-2.950583546195341925e-08
9.537514845384476582e-08,-1.291863404395378921e-08
1.011072703008026218e-07,-1.007921436393514464e-08
1.048647744971812685e-07,-9.429268922096633809e-09
1.072630409006560209e-07,-9.597303717737621697e-09
1.086986261069068400e-07,-9.870308606546672130e-09
1.094013484890554955e-07,-9.775714624201335374e-09
1.095965460513989712e-07,-8.881067251982264897e-09
9.853832276955164939e-08,-1.109607387609369709e-08
1.031886931509293828e-07,-9.588223422855876776e-09
1.062042937777189773e-07,-9.465104692240484372e-09
1.080839683776877494e-07,-9.752303302752093733e-09
1.091305585720288888e-07,-9.896567801034252458e-09
1.095401178797790038e-07,-9.451776022335377638e-09
1.155215847172026555e-07,-1.728652098904739528e-09
1.140734970094049986e-07,-4.580128005799401910e-09
1.121839851282561861e-07,-6.688636439634890373e-09
1.103940548724095247e-07,-7.910287802276369727e-09
1.148973891012888166e-07,-3.246499615030656088e-09
1.131439184094225378e-07,-5.731475527227182933e-09
1.112541580467418346e-07,-7.427666437641886038e-09
1.345083944358539807e-08,0.000000000000000000e+00
1.148585499272645051e-07,0.000000000000000000e+00
1.130301688690964359e-07,0.000000000000000000e+00
1.115622724795502019e-07,0.000000000000000000e+00
1.106246456193377150e-07,0.000000000000000000e+00
1.103106621996916758e-07,0.000000000000000000e+00
1.105705735167399842e-07,0.000000000000000000e+00
